date,channel,daypart,impressions,clicks,conversions,spend,cvr
2026-02-06,ctv,early_morning,2429,7,0,70.29,0.10037
2026-02-06,ctv,evening,19320,61,13,630.2,0.22499
2026-02-06,ctv,late_night,5462,18,2,151.45,0.13477
2026-02-06,ctv,midday,6034,17,2,234.67,0.14888
2026-02-06,ctv,morning,6000,18,2,157.41,0.1539
2026-02-06,ctv,prime,15814,61,12,407.03,0.20161
2026-02-06,paid_search,afternoon,41091,1751,42,1029.62,0.02451
2026-02-06,paid_search,early_morning,26849,1003,19,677.78,0.01972
2026-02-06,paid_search,evening,24617,961,25,491.98,0.02656
2026-02-06,paid_search,late_night,10356,373,13,272.63,0.03585
2026-02-06,paid_search,midday,50276,1773,41,1107.58,0.02324
2026-02-06,paid_search,morning,45438,1840,47,946.06,0.02589
2026-02-06,paid_search,prime,11212,478,20,262.0,0.0426
2026-02-06,paid_social,afternoon,118710,1882,22,1259.72,0.01169
2026-02-06,paid_social,early_morning,34734,719,7,431.12,0.00985
2026-02-06,paid_social,evening,119850,2040,28,1348.99,0.01395
2026-02-06,paid_social,late_night,20057,360,3,205.12,0.00881
2026-02-06,paid_social,midday,83107,1427,15,897.05,0.01098
2026-02-06,paid_social,morning,62825,1089,12,829.13,0.01117
2026-02-06,paid_social,prime,38765,645,9,467.2,0.014
2026-02-06,programmatic_display,afternoon,104137,538,10,791.99,0.01902
2026-02-06,programmatic_display,early_morning,38991,229,2,266.72,0.01172
2026-02-06,programmatic_display,evening,84092,376,6,660.53,0.01807
2026-02-06,programmatic_display,late_night,16010,75,0,122.82,0.01126
2026-02-06,programmatic_display,midday,95465,515,9,650.18,0.01793
2026-02-06,programmatic_display,morning,61255,305,5,412.8,0.01894
2026-02-06,programmatic_display,prime,35461,153,2,242.13,0.01903
2026-02-06,youtube,afternoon,54999,590,15,702.14,0.027
2026-02-06,youtube,early_morning,18250,188,3,208.56,0.01858
2026-02-06,youtube,evening,61809,630,18,742.52,0.02928
2026-02-06,youtube,late_night,12038,128,3,130.3,0.02601
2026-02-06,youtube,midday,50978,512,15,606.93,0.03071
2026-02-06,youtube,morning,35764,337,7,432.73,0.02282
2026-02-06,youtube,prime,30796,252,8,387.32,0.03462
2026-02-07,ctv,afternoon,8727,27,4,202.14,0.15901
2026-02-07,ctv,early_morning,2411,8,0,65.22,0.11682
2026-02-07,ctv,evening,16494,55,11,506.76,0.21289
2026-02-07,ctv,late_night,4456,14,2,127.48,0.14321
2026-02-07,ctv,midday,6474,18,2,192.91,0.14767
2026-02-07,ctv,morning,5528,16,2,130.85,0.14423
2026-02-07,ctv,prime,13825,45,9,418.74,0.20797
2026-02-07,paid_search,afternoon,26264,1232,29,818.58,0.02412
2026-02-07,paid_search,early_morning,16638,704,14,444.15,0.02021
2026-02-07,paid_search,evening,13081,521,15,371.27,0.02882
2026-02-07,paid_search,late_night,6539,306,11,198.34,0.03767
2026-02-07,paid_search,midday,25864,1084,25,788.52,0.0237
2026-02-07,paid_search,morning,28701,1154,31,819.72,0.02728
2026-02-07,paid_search,prime,6431,283,11,188.18,0.04098
2026-02-07,paid_social,afternoon,103434,1568,20,1203.95,0.01288
2026-02-07,paid_social,early_morning,27414,495,5,371.54,0.01019
2026-02-07,paid_social,evening,110618,2072,30,1336.48,0.01459
2026-02-07,paid_social,late_night,18816,340,3,211.97,0.00894
2026-02-07,paid_social,midday,82354,1550,16,881.29,0.01075
2026-02-07,paid_social,morning,55240,1141,15,736.05,0.01375
2026-02-07,paid_social,prime,34728,608,8,433.92,0.01399
2026-02-07,programmatic_display,afternoon,114452,519,10,681.05,0.02096
2026-02-07,programmatic_display,early_morning,39329,198,3,261.83,0.01544
2026-02-07,programmatic_display,evening,95890,571,11,607.31,0.0199
2026-02-07,programmatic_display,late_night,18150,97,1,108.64,0.01204
2026-02-07,programmatic_display,midday,107505,556,10,602.19,0.01951
2026-02-07,programmatic_display,morning,62198,257,4,443.47,0.0157
2026-02-07,programmatic_display,prime,34247,154,2,247.99,0.01757
2026-02-07,youtube,afternoon,42705,329,9,553.47,0.02936
2026-02-07,youtube,early_morning,12968,124,3,203.02,0.02489
2026-02-07,youtube,evening,44800,464,15,676.8,0.03298
2026-02-07,youtube,late_night,8604,91,2,113.69,0.02321
2026-02-07,youtube,midday,36957,393,10,558.94,0.02668
2026-02-07,youtube,morning,27766,272,7,405.55,0.02909
2026-02-07,youtube,prime,25256,268,8,283.93,0.03082
2026-02-08,ctv,afternoon,7697,22,3,290.22,0.16157
2026-02-08,ctv,early_morning,1995,6,0,70.45,0.10394
2026-02-08,ctv,evening,16344,51,10,596.79,0.20665
2026-02-08,ctv,late_night,3886,11,1,154.82,0.12881
2026-02-08,ctv,midday,5784,19,2,219.28,0.12966
2026-02-08,ctv,morning,4877,12,1,188.91,0.13827
2026-02-08,ctv,prime,12022,40,8,496.29,0.21154
2026-02-08,paid_search,afternoon,25847,1023,27,784.08,0.02688
2026-02-08,paid_search,early_morning,14058,607,14,468.69,0.02315
2026-02-08,paid_search,evening,10939,493,15,385.47,0.03125
2026-02-08,paid_search,late_night,6044,223,8,173.19,0.03698
2026-02-08,paid_search,midday,23708,897,21,776.42,0.02418
2026-02-08,paid_search,morning,27821,1184,31,856.57,0.02672
2026-02-08,paid_search,prime,6118,248,9,191.66,0.03952
2026-02-08,paid_social,afternoon,101317,1585,22,1167.28,0.01419
2026-02-08,paid_social,early_morning,30958,568,5,316.64,0.00919
2026-02-08,paid_social,evening,111635,2045,28,1013.06,0.014
2026-02-08,paid_social,late_night,16033,281,2,200.46,0.00815
2026-02-08,paid_social,midday,79635,1520,17,740.89,0.01132
2026-02-08,paid_social,morning,62186,1131,13,619.93,0.01234
2026-02-08,paid_social,prime,34668,616,8,355.37,0.01346
2026-02-08,programmatic_display,afternoon,94179,571,11,604.48,0.01986
2026-02-08,programmatic_display,early_morning,37389,183,2,228.47,0.01292
2026-02-08,programmatic_display,evening,72591,409,8,543.77,0.01965
2026-02-08,programmatic_display,late_night,16044,83,0,96.42,0.01189
2026-02-08,programmatic_display,midday,74467,389,7,608.72,0.0187
2026-02-08,programmatic_display,morning,55728,335,5,370.58,0.01761
2026-02-08,programmatic_display,prime,30530,139,2,200.96,0.01928
2026-02-08,youtube,afternoon,36433,312,8,501.72,0.02858
2026-02-08,youtube,early_morning,12078,100,1,163.57,0.01894
2026-02-08,youtube,evening,40518,442,13,564.18,0.03117
2026-02-08,youtube,late_night,7516,89,2,107.18,0.02439
2026-02-08,youtube,midday,34564,314,7,442.22,0.02519
2026-02-08,youtube,morning,23371,236,6,308.0,0.02565
2026-02-08,youtube,prime,22946,218,7,254.22,0.03381
2026-02-09,ctv,afternoon,9256,27,4,289.74,0.15784
2026-02-09,ctv,early_morning,2585,8,0,75.4,0.11326
2026-02-09,ctv,evening,19400,53,10,715.3,0.19202
2026-02-09,ctv,late_night,5002,14,1,173.3,0.13802
2026-02-09,ctv,midday,7096,19,2,215.04,0.14
2026-02-09,ctv,morning,5385,16,2,188.55,0.14561
2026-02-09,ctv,prime,19314,50,11,504.9,0.22013
2026-02-09,paid_search,afternoon,35726,1538,40,1043.16,0.02643
2026-02-09,paid_search,early_morning,17922,717,13,577.36,0.01929
2026-02-09,paid_search,evening,18556,708,20,411.43,0.02921
2026-02-09,paid_search,late_night,7248,274,10,208.49,0.03855
2026-02-09,paid_search,midday,30012,1046,25,1002.37,0.02485
2026-02-09,paid_search,morning,31339,1355,32,975.7,0.024
2026-02-09,paid_search,prime,7221,287,11,231.74,0.03978
2026-02-09,paid_social,afternoon,111915,2013,24,1055.89,0.01231
2026-02-09,paid_social,early_morning,28921,457,4,356.38,0.0098
2026-02-09,paid_social,evening,103761,1768,23,1234.45,0.01324
2026-02-09,paid_social,late_night,18325,383,3,191.15,0.00943
2026-02-09,paid_social,midday,79621,1324,14,887.44,0.01112
2026-02-09,paid_social,morning,59764,963,10,659.43,0.01121
2026-02-09,paid_social,prime,38293,568,7,410.96,0.01252
2026-02-09,programmatic_display,afternoon,114147,620,13,710.36,0.02249
2026-02-09,programmatic_display,early_morning,44837,201,3,253.72,0.01559
2026-02-09,programmatic_display,evening,113910,647,12,571.46,0.01951
2026-02-09,programmatic_display,late_night,21745,106,0,119.74,0.00943
2026-02-09,programmatic_display,midday,104499,587,12,621.66,0.02092
2026-02-09,programmatic_display,morning,72724,372,6,431.81,0.01846
2026-02-09,programmatic_display,prime,43591,192,3,251.38,0.01788
2026-02-09,youtube,afternoon,43349,424,12,616.35,0.02848
2026-02-09,youtube,early_morning,14267,136,2,195.17,0.01931
2026-02-09,youtube,evening,47994,444,13,650.2,0.03113
2026-02-09,youtube,late_night,8809,100,2,104.85,0.02334
2026-02-09,youtube,midday,41580,460,12,550.36,0.02656
2026-02-09,youtube,morning,27957,291,8,391.29,0.02806
2026-02-09,youtube,prime,25478,227,7,347.79,0.03411
2026-02-10,ctv,afternoon,9618,28,4,302.56,0.16626
2026-02-10,ctv,early_morning,3001,9,1,96.41,0.11678
2026-02-10,ctv,evening,19937,59,12,713.19,0.20942
2026-02-10,ctv,late_night,5404,15,2,185.47,0.13738
2026-02-10,ctv,midday,8350,25,3,269.67,0.15032
2026-02-10,ctv,morning,5971,20,2,217.5,0.14062
2026-02-10,ctv,prime,17017,44,10,564.74,0.23252
2026-02-10,paid_search,afternoon,36251,1425,35,1124.52,0.02483
2026-02-10,paid_search,early_morning,22198,947,21,648.09,0.02221
2026-02-10,paid_search,evening,19704,730,17,554.72,0.02409
2026-02-10,paid_search,late_night,9260,394,16,250.6,0.04283
2026-02-10,paid_search,midday,42459,1772,44,1001.92,0.02521
2026-02-10,paid_search,morning,36775,1470,47,935.39,0.03206
2026-02-10,paid_search,prime,9118,353,14,208.24,0.04189
2026-02-10,paid_social,afternoon,120388,2166,28,1217.34,0.01325
2026-02-10,paid_social,early_morning,35567,672,5,365.55,0.00847
2026-02-10,paid_social,evening,138984,2432,37,1246.35,0.0156
2026-02-10,paid_social,late_night,17890,291,2,213.86,0.00896
2026-02-10,paid_social,midday,102761,1954,21,986.45,0.0108
2026-02-10,paid_social,morning,75559,1252,15,797.26,0.01255
2026-02-10,paid_social,prime,39349,651,8,439.64,0.01304
2026-02-10,programmatic_display,afternoon,148680,759,15,870.17,0.02103
2026-02-10,programmatic_display,early_morning,54611,249,3,319.55,0.01356
2026-02-10,programmatic_display,evening,122656,597,11,709.49,0.01882
2026-02-10,programmatic_display,late_night,23823,151,2,143.49,0.01407
2026-02-10,programmatic_display,midday,132619,594,9,737.03,0.01535
2026-02-10,programmatic_display,morning,82296,411,6,474.7,0.01547
2026-02-10,programmatic_display,prime,47784,236,4,305.03,0.01921
2026-02-10,youtube,afternoon,41173,420,11,650.9,0.02666
2026-02-10,youtube,early_morning,14376,169,3,217.79,0.02223
2026-02-10,youtube,evening,54776,578,16,613.25,0.02833
2026-02-10,youtube,late_night,7945,71,1,114.31,0.02508
2026-02-10,youtube,midday,41815,407,10,525.79,0.02469
2026-02-10,youtube,morning,28841,235,6,374.6,0.02637
2026-02-10,youtube,prime,24137,262,8,351.84,0.03099
2026-02-11,ctv,afternoon,8206,22,3,316.4,0.15589
2026-02-11,ctv,early_morning,2669,8,0,94.14,0.10969
2026-02-11,ctv,evening,17680,58,10,609.23,0.18665
2026-02-11,ctv,late_night,4580,14,2,182.13,0.15342
2026-02-11,ctv,midday,6517,19,2,241.86,0.15491
2026-02-11,ctv,morning,5682,16,2,195.78,0.14328
2026-02-11,ctv,prime,14000,39,8,560.43,0.20665
2026-02-11,paid_search,afternoon,36306,1353,32,992.42,0.02434
2026-02-11,paid_search,early_morning,20272,776,17,608.11,0.02192
2026-02-11,paid_search,evening,16062,567,15,528.44,0.02707
2026-02-11,paid_search,late_night,8303,379,13,229.08,0.03637
2026-02-11,paid_search,midday,36827,1555,37,1002.86,0.02428
2026-02-11,paid_search,morning,35408,1343,39,1113.98,0.02907
2026-02-11,paid_search,prime,8397,281,11,240.16,0.03933
2026-02-11,paid_social,afternoon,129617,2125,26,1202.02,0.0125
2026-02-11,paid_social,early_morning,36362,625,6,348.93,0.00962
2026-02-11,paid_social,evening,132842,2667,36,1361.24,0.01351
2026-02-11,paid_social,late_night,21906,371,3,211.92,0.01013
2026-02-11,paid_social,midday,98788,1756,16,890.26,0.00927
2026-02-11,paid_social,morning,73865,1341,17,673.9,0.0128
2026-02-11,paid_social,prime,42235,824,11,398.46,0.01405
2026-02-11,programmatic_display,afternoon,157370,918,15,787.4,0.01719
2026-02-11,programmatic_display,early_morning,56922,354,4,299.3,0.01391
2026-02-11,programmatic_display,evening,115812,553,10,671.76,0.01868
2026-02-11,programmatic_display,late_night,24529,137,1,142.04,0.00956
2026-02-11,programmatic_display,midday,123072,736,14,683.27,0.01968
2026-02-11,programmatic_display,morning,78977,407,6,429.05,0.01643
2026-02-11,programmatic_display,prime,43307,207,3,258.77,0.01725
2026-02-11,youtube,afternoon,51643,465,12,677.1,0.02671
2026-02-11,youtube,early_morning,16643,165,3,235.74,0.01976
2026-02-11,youtube,evening,51606,556,16,836.89,0.02891
2026-02-11,youtube,late_night,9998,125,2,123.84,0.02182
2026-02-11,youtube,midday,48174,472,13,608.01,0.02831
2026-02-11,youtube,morning,35122,404,10,488.38,0.02532
2026-02-11,youtube,prime,26349,249,7,375.75,0.03118
2026-02-12,ctv,afternoon,9572,24,3,271.58,0.15851
2026-02-12,ctv,early_morning,2990,8,0,85.17,0.10044
2026-02-12,ctv,evening,21607,69,13,603.43,0.19845
2026-02-12,ctv,late_night,5368,14,2,175.17,0.15577
2026-02-12,ctv,midday,7821,23,3,217.92,0.1416
2026-02-12,ctv,morning,7039,19,2,199.75,0.13938
2026-02-12,ctv,prime,17986,49,10,503.22,0.2106
2026-02-12,paid_search,afternoon,31080,1649,39,797.71,0.02402
2026-02-12,paid_search,early_morning,16371,620,10,541.12,0.01649
2026-02-12,paid_search,evening,15207,729,21,462.25,0.02976
2026-02-12,paid_search,late_night,6455,258,10,188.92,0.0389
2026-02-12,paid_search,midday,29794,1054,25,876.85,0.02384
2026-02-12,paid_search,morning,31034,1094,33,939.12,0.03093
2026-02-12,paid_search,prime,6625,219,9,200.81,0.04132
2026-02-12,paid_social,afternoon,112422,1915,25,1249.75,0.01354
2026-02-12,paid_social,early_morning,34550,607,6,347.75,0.01083
2026-02-12,paid_social,evening,138209,2624,37,1278.66,0.01441
2026-02-12,paid_social,late_night,19406,386,3,198.13,0.00894
2026-02-12,paid_social,midday,92441,1806,20,893.25,0.01153
2026-02-12,paid_social,morning,67368,1139,12,775.08,0.01107
2026-02-12,paid_social,prime,39547,653,9,414.25,0.01423
2026-02-12,programmatic_display,afternoon,158796,813,17,923.17,0.02116
2026-02-12,programmatic_display,early_morning,59416,307,3,338.2,0.01279
2026-02-12,programmatic_display,evening,139772,592,10,694.2,0.01809
2026-02-12,programmatic_display,late_night,30948,181,2,137.58,0.01398
2026-02-12,programmatic_display,midday,142338,673,11,732.83,0.01735
2026-02-12,programmatic_display,morning,100325,464,8,488.31,0.01869
2026-02-12,programmatic_display,prime,52064,287,5,275.42,0.01848
2026-02-12,youtube,afternoon,49628,510,14,664.83,0.02804
2026-02-12,youtube,early_morning,15442,176,3,259.74,0.01978
2026-02-12,youtube,evening,57241,784,25,662.72,0.03284
2026-02-12,youtube,late_night,9655,95,2,137.87,0.02461
2026-02-12,youtube,midday,39301,471,13,605.61,0.02968
2026-02-12,youtube,morning,34387,348,7,481.03,0.02187
2026-02-12,youtube,prime,28467,314,10,385.4,0.03255
2026-02-13,ctv,afternoon,9972,26,4,302.58,0.16947
2026-02-13,ctv,early_morning,2722,7,0,106.04,0.10223
2026-02-13,ctv,evening,19260,63,12,765.56,0.19276
2026-02-13,ctv,late_night,5591,19,2,195.37,0.13436
2026-02-13,ctv,midday,8531,28,3,268.89,0.13472
2026-02-13,ctv,morning,6396,22,3,240.15,0.1394
2026-02-13,ctv,prime,15729,42,8,580.21,0.20779
2026-02-13,paid_search,afternoon,31139,1366,30,959.26,0.02257
2026-02-13,paid_search,early_morning,18327,788,16,581.19,0.0213
2026-02-13,paid_search,evening,15477,645,15,385.56,0.02374
2026-02-13,paid_search,late_night,7067,252,9,207.05,0.03926
2026-02-13,paid_search,midday,35570,1577,27,925.92,0.01759
2026-02-13,paid_search,morning,29265,1080,32,994.25,0.02973
2026-02-13,paid_search,prime,7662,292,11,219.07,0.04056
2026-02-13,paid_social,afternoon,106106,1546,20,1486.3,0.01356
2026-02-13,paid_social,early_morning,30422,455,4,423.47,0.01087
2026-02-13,paid_social,evening,105448,1830,29,1211.58,0.01613
2026-02-13,paid_social,late_night,17751,297,2,201.44,0.0097
2026-02-13,paid_social,midday,85813,1510,17,1123.16,0.01152
2026-02-13,paid_social,morning,58511,993,10,791.48,0.01092
2026-02-13,paid_social,prime,33887,687,9,468.27,0.0139
2026-02-13,programmatic_display,afternoon,165836,796,15,850.59,0.01969
2026-02-13,programmatic_display,early_morning,58432,330,4,318.78,0.01394
2026-02-13,programmatic_display,evening,122596,624,12,720.26,0.0198
2026-02-13,programmatic_display,late_night,27445,142,1,133.36,0.0135
2026-02-13,programmatic_display,midday,132490,691,11,677.81,0.0168
2026-02-13,programmatic_display,morning,91419,361,6,464.18,0.01809
2026-02-13,programmatic_display,prime,54278,233,4,265.01,0.01846
2026-02-13,youtube,afternoon,54892,551,15,708.43,0.02828
2026-02-13,youtube,early_morning,19604,201,4,240.22,0.02304
2026-02-13,youtube,evening,63446,563,16,766.78,0.02958
2026-02-13,youtube,late_night,11268,131,3,131.41,0.02517
2026-02-13,youtube,midday,49745,490,10,690.04,0.02206
2026-02-13,youtube,morning,34106,341,7,448.64,0.02304
2026-02-13,youtube,prime,30993,332,10,396.57,0.03236
2026-02-14,ctv,afternoon,6826,17,2,256.84,0.16938
2026-02-14,ctv,early_morning,2049,6,0,66.21,0.12655
2026-02-14,ctv,evening,13303,49,9,510.24,0.196
2026-02-14,ctv,late_night,4064,10,1,141.33,0.15087
2026-02-14,ctv,midday,5019,18,2,201.13,0.1532
2026-02-14,ctv,morning,4539,14,2,154.64,0.14437
2026-02-14,ctv,prime,10820,29,5,453.18,0.20326
2026-02-14,paid_search,afternoon,37223,1240,26,865.47,0.02143
2026-02-14,paid_search,early_morning,19411,767,15,438.44,0.01958
2026-02-14,paid_search,evening,18041,764,21,409.16,0.02755
2026-02-14,paid_search,late_night,8431,349,12,168.14,0.03507
2026-02-14,paid_search,midday,36759,1625,40,837.94,0.02491
2026-02-14,paid_search,morning,36846,1779,47,796.43,0.02658
2026-02-14,paid_search,prime,8531,340,12,174.65,0.03683
2026-02-14,paid_social,afternoon,105976,2155,27,1160.93,0.01258
2026-02-14,paid_social,early_morning,28828,525,6,338.37,0.01174
2026-02-14,paid_social,evening,97644,1750,24,1183.27,0.01421
2026-02-14,paid_social,late_night,16426,312,2,196.64,0.00807
2026-02-14,paid_social,midday,68627,1187,13,860.61,0.01133
2026-02-14,paid_social,morning,55983,1021,13,728.93,0.01339
2026-02-14,paid_social,prime,30992,537,8,406.49,0.01526
2026-02-14,programmatic_display,afternoon,115653,740,13,716.43,0.0181
2026-02-14,programmatic_display,early_morning,43511,187,2,261.98,0.01213
2026-02-14,programmatic_display,evening,99345,476,8,654.66,0.01886
2026-02-14,programmatic_display,late_night,16405,79,0,138.22,0.01179
2026-02-14,programmatic_display,midday,91376,456,7,612.49,0.01704
2026-02-14,programmatic_display,morning,62043,288,4,460.22,0.01713
2026-02-14,programmatic_display,prime,34180,170,2,228.1,0.01712
2026-02-14,youtube,afternoon,49125,556,16,588.32,0.02896
2026-02-14,youtube,early_morning,16916,158,2,211.7,0.0158
2026-02-14,youtube,evening,52095,513,14,719.4,0.02923
2026-02-14,youtube,late_night,9475,97,2,121.07,0.02491
2026-02-14,youtube,midday,43344,499,12,492.82,0.02541
2026-02-14,youtube,morning,32403,326,7,427.07,0.02427
2026-02-14,youtube,prime,28301,247,8,333.94,0.03313
2026-02-15,ctv,afternoon,5763,17,2,203.63,0.15554
2026-02-15,ctv,early_morning,1603,4,0,63.54,0.12483
2026-02-15,ctv,evening,11910,35,6,431.4,0.19357
2026-02-15,ctv,late_night,3119,9,1,127.76,0.14607
2026-02-15,ctv,midday,4288,12,1,161.91,0.14383
2026-02-15,ctv,morning,4109,12,1,123.86,0.14394
2026-02-15,ctv,prime,10044,28,5,311.72,0.20545
2026-02-15,paid_search,afternoon,24607,941,21,613.52,0.02236
2026-02-15,paid_search,early_morning,14444,591,9,407.97,0.01671
2026-02-15,paid_search,evening,11888,469,15,328.91,0.03364
2026-02-15,paid_search,late_night,5567,212,7,156.44,0.03763
2026-02-15,paid_search,midday,25869,1099,26,671.85,0.02373
2026-02-15,paid_search,morning,24024,811,21,597.95,0.02649
2026-02-15,paid_search,prime,5243,181,7,147.6,0.03874
2026-02-15,paid_social,afternoon,99859,1670,19,1072.96,0.01189
2026-02-15,paid_social,early_morning,30482,562,5,325.05,0.01052
2026-02-15,paid_social,evening,111700,1658,25,949.58,0.01524
2026-02-15,paid_social,late_night,15868,251,2,162.77,0.00913
2026-02-15,paid_social,midday,80268,1481,16,686.5,0.01103
2026-02-15,paid_social,morning,62169,1140,14,589.84,0.01231
2026-02-15,paid_social,prime,34403,592,7,340.42,0.01261
2026-02-15,programmatic_display,afternoon,80858,396,7,521.54,0.01963
2026-02-15,programmatic_display,early_morning,28643,138,1,194.3,0.01402
2026-02-15,programmatic_display,evening,66210,313,6,437.28,0.02052
2026-02-15,programmatic_display,late_night,11787,50,0,92.23,0.01027
2026-02-15,programmatic_display,midday,69353,338,6,467.13,0.02033
2026-02-15,programmatic_display,morning,46222,236,4,322.33,0.019
2026-02-15,programmatic_display,prime,27782,130,2,195.33,0.01805
2026-02-15,youtube,afternoon,48273,421,11,554.87,0.02803
2026-02-15,youtube,early_morning,12033,127,2,170.65,0.01752
2026-02-15,youtube,evening,49194,546,15,584.04,0.02876
2026-02-15,youtube,late_night,7606,72,1,95.01,0.02446
2026-02-15,youtube,midday,38684,421,12,436.64,0.02961
2026-02-15,youtube,morning,27826,278,7,330.74,0.02788
2026-02-15,youtube,prime,23849,216,6,265.4,0.03151
2026-02-16,ctv,afternoon,8785,23,4,266.17,0.17836
2026-02-16,ctv,early_morning,2341,6,0,78.07,0.10887
2026-02-16,ctv,evening,18151,52,11,680.67,0.22509
2026-02-16,ctv,late_night,4683,12,1,146.89,0.15248
2026-02-16,ctv,midday,7238,24,3,225.87,0.16517
2026-02-16,ctv,morning,5127,11,1,172.92,0.12412
2026-02-16,ctv,prime,14329,50,9,507.98,0.19574
2026-02-16,paid_search,afternoon,38733,1398,34,793.31,0.02497
2026-02-16,paid_search,early_morning,20610,772,14,435.87,0.01924
2026-02-16,paid_search,evening,18274,690,19,393.63,0.02864
2026-02-16,paid_search,late_night,7768,315,10,184.7,0.03423
2026-02-16,paid_search,midday,32280,1204,30,828.72,0.02525
2026-02-16,paid_search,morning,35950,1404,36,829.67,0.02575
2026-02-16,paid_search,prime,8380,284,11,178.59,0.04043
2026-02-16,paid_social,afternoon,122640,1979,27,1346.18,0.01391
2026-02-16,paid_social,early_morning,37583,687,6,404.61,0.01003
2026-02-16,paid_social,evening,126846,2408,33,1351.64,0.01379
2026-02-16,paid_social,late_night,23234,409,3,225.5,0.00823
2026-02-16,paid_social,midday,85888,1569,18,1069.65,0.01173
2026-02-16,paid_social,morning,79633,1460,17,783.95,0.01201
2026-02-16,paid_social,prime,41768,826,12,482.88,0.0146
2026-02-16,programmatic_display,afternoon,106724,485,9,747.54,0.02032
2026-02-16,programmatic_display,early_morning,42351,196,2,266.26,0.01333
2026-02-16,programmatic_display,evening,107518,513,9,618.88,0.01909
2026-02-16,programmatic_display,late_night,17359,95,0,122.95,0.01003
2026-02-16,programmatic_display,midday,101754,423,8,678.55,0.02039
2026-02-16,programmatic_display,morning,67469,335,5,406.52,0.01744
2026-02-16,programmatic_display,prime,33789,174,2,267.99,0.01558
2026-02-16,youtube,afternoon,44069,460,10,629.82,0.02276
2026-02-16,youtube,early_morning,13685,147,2,228.36,0.01945
2026-02-16,youtube,evening,44720,388,10,815.72,0.02719
2026-02-16,youtube,late_night,7105,63,1,130.78,0.02406
2026-02-16,youtube,midday,36548,373,10,606.94,0.02708
2026-02-16,youtube,morning,29849,361,9,428.82,0.02685
2026-02-16,youtube,prime,23896,246,6,423.9,0.02759
2026-02-17,ctv,afternoon,8747,26,4,298.66,0.15865
2026-02-17,ctv,early_morning,2440,7,0,91.08,0.08682
2026-02-17,ctv,evening,17087,48,9,708.95,0.194
2026-02-17,ctv,late_night,4810,16,2,186.7,0.15223
2026-02-17,ctv,midday,7373,17,2,248.12,0.14778
2026-02-17,ctv,morning,6002,18,2,200.05,0.14698
2026-02-17,ctv,prime,14411,43,9,586.68,0.21015
2026-02-17,paid_search,afternoon,31515,1135,23,725.59,0.02088
2026-02-17,paid_search,early_morning,17809,759,15,492.42,0.02024
2026-02-17,paid_search,evening,14210,698,19,442.26,0.02798
2026-02-17,paid_search,late_night,6586,237,8,200.15,0.03651
2026-02-17,paid_search,midday,28607,1224,27,819.28,0.02278
2026-02-17,paid_search,morning,26637,1110,26,872.34,0.02385
2026-02-17,paid_search,prime,6560,275,10,181.21,0.03639
2026-02-17,paid_social,afternoon,108912,1686,21,1120.73,0.0128
2026-02-17,paid_social,early_morning,35682,615,6,334.24,0.01024
2026-02-17,paid_social,evening,123208,2510,37,1238.81,0.01503
2026-02-17,paid_social,late_night,20158,338,2,199.58,0.00867
2026-02-17,paid_social,midday,81350,1355,14,926.0,0.01094
2026-02-17,paid_social,morning,75853,1633,18,706.68,0.01113
2026-02-17,paid_social,prime,36627,666,9,408.93,0.01382
2026-02-17,programmatic_display,afternoon,146564,699,14,699.32,0.02019
2026-02-17,programmatic_display,early_morning,57601,262,3,270.57,0.01336
2026-02-17,programmatic_display,evening,110668,655,12,654.71,0.01908
2026-02-17,programmatic_display,late_night,21578,113,1,118.65,0.01098
2026-02-17,programmatic_display,midday,127362,701,14,605.37,0.02034
2026-02-17,programmatic_display,morning,93083,432,8,389.38,0.01936
2026-02-17,programmatic_display,prime,48927,297,5,259.66,0.01933
2026-02-17,youtube,afternoon,37148,363,9,706.17,0.0262
2026-02-17,youtube,early_morning,13102,157,3,225.65,0.02138
2026-02-17,youtube,evening,48472,470,13,743.68,0.02912
2026-02-17,youtube,late_night,7675,76,1,141.23,0.0239
2026-02-17,youtube,midday,34527,323,9,657.06,0.02941
2026-02-17,youtube,morning,27852,274,6,491.15,0.02415
2026-02-17,youtube,prime,22254,198,6,395.95,0.03065
2026-02-18,ctv,afternoon,9286,31,4,299.65,0.16126
2026-02-18,ctv,early_morning,2751,7,0,91.13,0.09964
2026-02-18,ctv,evening,20651,53,10,667.13,0.19813
2026-02-18,ctv,late_night,4872,15,2,175.9,0.15563
2026-02-18,ctv,midday,6698,19,2,237.96,0.13667
2026-02-18,ctv,morning,5869,15,1,189.29,0.1144
2026-02-18,ctv,prime,14712,40,8,523.83,0.2141
2026-02-18,paid_search,afternoon,36957,1464,32,895.71,0.02211
2026-02-18,paid_search,early_morning,20489,769,15,526.81,0.02016
2026-02-18,paid_search,evening,17262,610,16,471.91,0.02702
2026-02-18,paid_search,late_night,8081,274,10,187.87,0.03854
2026-02-18,paid_search,midday,37972,1330,32,848.1,0.02426
2026-02-18,paid_search,morning,35933,1419,37,985.98,0.02618
2026-02-18,paid_search,prime,7693,315,12,191.04,0.0404
2026-02-18,paid_social,afternoon,140647,2577,34,1222.87,0.01337
2026-02-18,paid_social,early_morning,43796,711,6,355.84,0.00961
2026-02-18,paid_social,evening,136716,2773,39,1352.33,0.01417
2026-02-18,paid_social,late_night,24133,445,3,203.65,0.00831
